Precinct,County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,calc_participation
Midway,DeKalb,3139.0,1.0,2.0,3.0,0.0,6.0,3.0,0.0,3.0,1.0,7.0,8.0,19.0,11.0,0.0,38.0,0.0,5.0,1.0,0.0,6.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,7.0,31.0,87.0,47.0,0.0,165.0,6.0,28.0,11.0,1.0,46.0,2.0,0.0,0.0,0.0,2.0,8.0,27.0,8.0,1.0,44.0,7.0,36.0,18.0,0.0,61.0,9.0,30.0,28.0,0.0,67.0,7.0,19.0,1.0,0.0,27.0,2.0,4.0,2.0,0.0,8.0,2.0,3.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,110.0,549.0,515.0,4.0,1178.0,2.0,3.0,5.0,0.0,10.0,1688.0,53.8
McNair Academy,DeKalb,1900.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,4.0,5.0,9.0,4.0,1.0,19.0,4.0,6.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,20.0,60.0,10.0,1.0,91.0,10.0,10.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,8.0,0.0,30.0,5.0,26.0,5.0,0.0,36.0,9.0,11.0,4.0,0.0,24.0,3.0,9.0,0.0,0.0,12.0,3.0,5.0,2.0,0.0,10.0,1.0,1.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,84.0,486.0,418.0,3.0,991.0,0.0,3.0,1.0,0.0,4.0,1275.0,67.1
Mount Vernon East,DeKalb,2651.0,1.0,2.0,2.0,1.0,6.0,1.0,8.0,3.0,0.0,12.0,66.0,239.0,111.0,1.0,417.0,0.0,1.0,3.0,0.0,4.0,2.0,6.0,6.0,0.0,14.0,0.0,2.0,2.0,0.0,4.0,6.0,12.0,3.0,0.0,21.0,2.0,41.0,18.0,0.0,61.0,0.0,3.0,4.0,0.0,7.0,2.0,1.0,4.0,0.0,7.0,0.0,7.0,6.0,0.0,13.0,7.0,53.0,26.0,0.0,86.0,121.0,429.0,149.0,0.0,699.0,2.0,9.0,2.0,0.0,13.0,5.0,7.0,4.0,0.0,16.0,0.0,8.0,2.0,0.0,10.0,0.0,7.0,4.0,0.0,11.0,2.0,6.0,1.0,0.0,9.0,64.0,445.0,316.0,1.0,826.0,1.0,4.0,1.0,0.0,6.0,2242.0,84.6
Mathis-Bob Mathis Elem,DeKalb,2789.0,1.0,0.0,3.0,0.0,4.0,2.0,2.0,3.0,0.0,7.0,3.0,13.0,12.0,1.0,29.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,5.0,35.0,102.0,44.0,1.0,182.0,10.0,30.0,8.0,0.0,48.0,1.0,0.0,0.0,0.0,1.0,12.0,22.0,10.0,0.0,44.0,5.0,24.0,4.0,1.0,34.0,4.0,15.0,15.0,0.0,34.0,3.0,18.0,1.0,0.0,22.0,2.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,7.0,0.0,3.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,145.0,735.0,620.0,2.0,1502.0,7.0,4.0,4.0,0.0,15.0,1953.0,70.0
Mount Vernon West,DeKalb,2303.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,31.0,187.0,80.0,0.0,298.0,3.0,0.0,2.0,0.0,5.0,2.0,6.0,5.0,0.0,13.0,1.0,1.0,2.0,0.0,4.0,1.0,12.0,3.0,0.0,16.0,3.0,56.0,24.0,3.0,86.0,2.0,9.0,4.0,0.0,15.0,0.0,5.0,2.0,0.0,7.0,2.0,8.0,4.0,0.0,14.0,6.0,59.0,17.0,0.0,82.0,73.0,329.0,111.0,6.0,519.0,0.0,7.0,1.0,0.0,8.0,7.0,11.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,1.0,6.0,0.0,0.0,7.0,33.0,461.0,285.0,2.0,781.0,1.0,2.0,3.0,0.0,6.0,1895.0,82.3
Metropolitan,DeKalb,3405.0,2.0,1.0,2.0,0.0,5.0,1.0,0.0,4.0,1.0,6.0,8.0,24.0,17.0,1.0,50.0,0.0,12.0,10.0,0.0,22.0,0.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,6.0,17.0,79.0,49.0,1.0,146.0,6.0,24.0,6.0,0.0,36.0,0.0,3.0,0.0,0.0,3.0,6.0,32.0,13.0,0.0,51.0,11.0,64.0,16.0,0.0,91.0,11.0,61.0,32.0,0.0,104.0,6.0,18.0,5.0,1.0,30.0,8.0,18.0,6.0,0.0,32.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,10.0,1.0,4.0,0.0,0.0,5.0,116.0,1094.0,634.0,6.0,1850.0,3.0,3.0,8.0,0.0,14.0,2473.0,72.6
Montgomery Elem,DeKalb,2446.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,4.0,0.0,9.0,49.0,153.0,80.0,3.0,285.0,1.0,1.0,3.0,0.0,5.0,6.0,6.0,1.0,0.0,13.0,0.0,4.0,2.0,0.0,6.0,3.0,6.0,4.0,0.0,13.0,12.0,59.0,26.0,3.0,100.0,2.0,8.0,2.0,0.0,12.0,3.0,3.0,2.0,0.0,8.0,3.0,17.0,5.0,0.0,25.0,6.0,50.0,24.0,0.0,80.0,103.0,284.0,130.0,0.0,517.0,0.0,13.0,1.0,0.0,14.0,3.0,9.0,6.0,0.0,18.0,2.0,5.0,0.0,0.0,7.0,0.0,9.0,7.0,0.0,16.0,2.0,9.0,5.0,0.0,16.0,59.0,433.0,395.0,1.0,888.0,2.0,6.0,3.0,0.0,11.0,2046.0,83.6
Miller Grove Road,DeKalb,2151.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,7.0,8.0,11.0,0.0,26.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,6.0,29.0,92.0,42.0,0.0,163.0,10.0,25.0,11.0,2.0,48.0,1.0,2.0,0.0,0.0,3.0,10.0,23.0,15.0,0.0,48.0,6.0,15.0,8.0,0.0,29.0,3.0,19.0,7.0,0.0,29.0,7.0,11.0,3.0,1.0,22.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,5.0,1.0,3.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,109.0,550.0,409.0,1.0,1069.0,2.0,5.0,1.0,0.0,8.0,1485.0,69.0
Midvale Road,DeKalb,1832.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,15.0,50.0,21.0,0.0,86.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,8.0,24.0,81.0,44.0,0.0,149.0,3.0,34.0,2.0,0.0,39.0,1.0,4.0,2.0,0.0,7.0,13.0,33.0,6.0,1.0,53.0,5.0,22.0,14.0,0.0,41.0,21.0,56.0,40.0,0.0,117.0,2.0,13.0,2.0,0.0,17.0,1.0,7.0,1.0,0.0,9.0,3.0,2.0,2.0,0.0,7.0,3.0,4.0,2.0,0.0,9.0,2.0,3.0,1.0,0.0,6.0,76.0,395.0,234.0,1.0,706.0,1.0,10.0,1.0,0.0,12.0,1282.0,70.0
Miller Grove High,DeKalb,3470.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,3.0,0.0,12.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,6.0,2.0,0.0,8.0,1.0,6.0,1.0,0.0,8.0,51.0,139.0,47.0,2.0,239.0,20.0,59.0,11.0,0.0,90.0,0.0,2.0,1.0,0.0,3.0,14.0,48.0,20.0,1.0,83.0,13.0,38.0,8.0,0.0,59.0,8.0,14.0,7.0,0.0,29.0,12.0,17.0,3.0,0.0,32.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,6.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,163.0,644.0,344.0,6.0,1157.0,5.0,20.0,5.0,0.0,30.0,1780.0,51.3
North Decatur,DeKalb,2166.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,6.0,0.0,9.0,16.0,19.0,17.0,0.0,52.0,0.0,1.0,4.0,0.0,5.0,2.0,4.0,4.0,0.0,10.0,2.0,1.0,2.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,25.0,85.0,47.0,4.0,161.0,8.0,27.0,15.0,0.0,50.0,0.0,2.0,1.0,0.0,3.0,6.0,20.0,13.0,0.0,39.0,5.0,40.0,16.0,0.0,61.0,17.0,51.0,52.0,3.0,123.0,5.0,18.0,6.0,0.0,29.0,4.0,7.0,6.0,0.0,17.0,0.0,3.0,0.0,0.0,3.0,2.0,6.0,2.0,0.0,10.0,1.0,1.0,0.0,0.0,2.0,51.0,391.0,369.0,3.0,814.0,1.0,4.0,7.0,1.0,13.0,1416.0,65.4
North Hairston,DeKalb,2329.0,0.0,1.0,1.0,0.0,2.0,6.0,3.0,3.0,0.0,12.0,9.0,28.0,13.0,1.0,51.0,2.0,3.0,3.0,0.0,8.0,3.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,6.0,2.0,3.0,0.0,11.0,29.0,100.0,46.0,2.0,177.0,17.0,20.0,11.0,1.0,49.0,0.0,1.0,1.0,1.0,3.0,13.0,27.0,6.0,0.0,46.0,11.0,32.0,11.0,1.0,55.0,18.0,28.0,25.0,0.0,71.0,2.0,14.0,5.0,0.0,21.0,1.0,1.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,2.0,5.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,125.0,416.0,302.0,2.0,845.0,2.0,10.0,5.0,0.0,17.0,1396.0,59.9
Northlake,DeKalb,1509.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,5.0,45.0,42.0,44.0,0.0,131.0,2.0,2.0,3.0,0.0,7.0,3.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,6.0,3.0,33.0,14.0,0.0,50.0,1.0,5.0,1.0,0.0,7.0,1.0,3.0,2.0,0.0,6.0,3.0,10.0,4.0,0.0,17.0,8.0,26.0,25.0,0.0,59.0,47.0,74.0,65.0,0.0,186.0,4.0,7.0,2.0,0.0,13.0,3.0,4.0,2.0,0.0,9.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,4.0,2.0,3.0,0.0,9.0,61.0,331.0,324.0,2.0,718.0,1.0,1.0,1.0,0.0,3.0,1245.0,82.5
North Peachtree,DeKalb,1916.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,6.0,20.0,65.0,32.0,1.0,118.0,0.0,2.0,2.0,0.0,4.0,4.0,1.0,2.0,0.0,7.0,2.0,2.0,1.0,0.0,5.0,3.0,5.0,4.0,0.0,12.0,19.0,53.0,22.0,1.0,95.0,5.0,16.0,3.0,0.0,24.0,5.0,3.0,2.0,1.0,11.0,5.0,17.0,5.0,0.0,27.0,10.0,39.0,25.0,0.0,74.0,47.0,103.0,52.0,1.0,203.0,3.0,8.0,0.0,0.0,11.0,5.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,3.0,4.0,1.0,0.0,8.0,62.0,301.0,207.0,2.0,572.0,2.0,3.0,2.0,0.0,7.0,1201.0,62.7
Oak Grove Elem,DeKalb,2253.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,6.0,44.0,83.0,67.0,0.0,194.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,11.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,7.0,0.0,11.0,9.0,47.0,40.0,0.0,96.0,2.0,9.0,6.0,0.0,17.0,1.0,3.0,0.0,0.0,4.0,3.0,13.0,7.0,0.0,23.0,5.0,25.0,18.0,0.0,48.0,82.0,181.0,91.0,0.0,354.0,4.0,7.0,4.0,0.0,15.0,5.0,2.0,6.0,0.0,13.0,1.0,1.0,2.0,0.0,4.0,1.0,7.0,3.0,0.0,11.0,2.0,1.0,1.0,1.0,5.0,77.0,479.0,477.0,0.0,1033.0,0.0,2.0,3.0,0.0,5.0,1858.0,82.5
Oakcliff Elem,DeKalb,2125.0,3.0,7.0,4.0,0.0,14.0,0.0,5.0,1.0,0.0,6.0,28.0,63.0,26.0,1.0,118.0,4.0,6.0,3.0,0.0,13.0,4.0,2.0,4.0,0.0,10.0,2.0,0.0,1.0,0.0,3.0,4.0,4.0,2.0,0.0,10.0,76.0,84.0,46.0,1.0,207.0,9.0,20.0,11.0,2.0,42.0,2.0,9.0,5.0,0.0,16.0,16.0,16.0,13.0,0.0,45.0,23.0,35.0,6.0,0.0,64.0,47.0,75.0,55.0,0.0,177.0,11.0,16.0,3.0,1.0,31.0,8.0,1.0,2.0,0.0,11.0,2.0,3.0,1.0,0.0,6.0,3.0,2.0,5.0,0.0,10.0,3.0,5.0,2.0,0.0,10.0,92.0,195.0,161.0,3.0,451.0,4.0,8.0,7.0,0.0,19.0,1263.0,59.4
Oakhurst,DeKalb,2398.0,0.0,2.0,3.0,0.0,5.0,2.0,2.0,4.0,0.0,8.0,16.0,30.0,19.0,0.0,65.0,1.0,6.0,3.0,1.0,11.0,2.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,2.0,0.0,8.0,9.0,58.0,21.0,1.0,89.0,3.0,16.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,1.0,2.0,18.0,3.0,0.0,23.0,5.0,37.0,17.0,0.0,59.0,22.0,46.0,24.0,0.0,92.0,4.0,16.0,2.0,0.0,22.0,4.0,6.0,3.0,0.0,13.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0,71.0,859.0,672.0,2.0,1604.0,0.0,11.0,3.0,0.0,14.0,2052.0,85.6
Oak View Elem,DeKalb,5011.0,0.0,6.0,5.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,5.0,1.0,20.0,1.0,5.0,2.0,0.0,8.0,2.0,4.0,0.0,1.0,7.0,1.0,6.0,0.0,0.0,7.0,2.0,7.0,1.0,0.0,10.0,61.0,216.0,72.0,6.0,355.0,23.0,86.0,25.0,0.0,134.0,2.0,3.0,0.0,0.0,5.0,12.0,79.0,25.0,1.0,117.0,13.0,50.0,7.0,0.0,70.0,2.0,16.0,10.0,1.0,29.0,13.0,30.0,4.0,0.0,47.0,0.0,3.0,1.0,0.0,4.0,5.0,6.0,1.0,0.0,12.0,6.0,10.0,3.0,0.0,19.0,2.0,2.0,0.0,0.0,4.0,216.0,1214.0,602.0,9.0,2041.0,5.0,18.0,4.0,1.0,28.0,2929.0,58.5
Peachcrest,DeKalb,2458.0,0.0,4.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,7.0,20.0,5.0,0.0,32.0,2.0,4.0,4.0,0.0,10.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,5.0,22.0,69.0,27.0,2.0,120.0,7.0,22.0,11.0,0.0,40.0,1.0,4.0,3.0,0.0,8.0,6.0,24.0,10.0,0.0,40.0,10.0,21.0,10.0,0.0,41.0,14.0,35.0,19.0,0.0,68.0,9.0,9.0,2.0,0.0,20.0,1.0,1.0,4.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,2.0,104.0,444.0,373.0,2.0,923.0,5.0,3.0,1.0,0.0,9.0,1347.0,54.8
Peachtree Middle,DeKalb,3502.0,2.0,5.0,4.0,0.0,11.0,5.0,7.0,3.0,0.0,15.0,33.0,133.0,58.0,2.0,226.0,2.0,5.0,5.0,0.0,12.0,2.0,6.0,8.0,0.0,16.0,0.0,1.0,5.0,0.0,6.0,4.0,8.0,2.0,0.0,14.0,35.0,150.0,50.0,1.0,236.0,8.0,48.0,12.0,1.0,69.0,5.0,3.0,3.0,0.0,11.0,16.0,50.0,24.0,0.0,90.0,15.0,71.0,43.0,0.0,129.0,62.0,201.0,95.0,0.0,358.0,7.0,33.0,1.0,0.0,41.0,6.0,8.0,5.0,0.0,19.0,0.0,11.0,4.0,0.0,15.0,0.0,5.0,1.0,0.0,6.0,2.0,11.0,3.0,0.0,16.0,108.0,635.0,382.0,4.0,1129.0,1.0,10.0,8.0,0.0,19.0,2438.0,69.6
Princeton Elem,DeKalb,2376.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,6.0,0.0,8.0,2.0,19.0,4.0,0.0,25.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,40.0,119.0,31.0,0.0,190.0,14.0,32.0,15.0,0.0,61.0,0.0,1.0,0.0,0.0,1.0,14.0,40.0,15.0,0.0,69.0,5.0,31.0,8.0,0.0,44.0,7.0,14.0,7.0,0.0,28.0,6.0,22.0,3.0,0.0,31.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,86.0,590.0,365.0,6.0,1047.0,4.0,14.0,3.0,0.0,21.0,1549.0,65.2
Pine Lake,DeKalb,632.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,3.0,0.0,28.0,6.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,7.0,0.0,0.0,16.0,23.0,3.0,4.0,0.0,30.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,188.0,111.0,63.0,0.0,362.0,0.0,1.0,2.0,0.0,3.0,478.0,75.6
Pleasantdale Road,DeKalb,4538.0,5.0,5.0,1.0,0.0,11.0,3.0,3.0,2.0,0.0,8.0,27.0,58.0,47.0,0.0,132.0,1.0,8.0,5.0,0.0,14.0,3.0,8.0,4.0,0.0,15.0,2.0,5.0,3.0,1.0,11.0,5.0,10.0,2.0,0.0,17.0,94.0,184.0,72.0,1.0,351.0,27.0,74.0,22.0,1.0,124.0,8.0,7.0,2.0,0.0,17.0,37.0,72.0,19.0,3.0,131.0,23.0,66.0,27.0,0.0,116.0,36.0,113.0,50.0,0.0,199.0,13.0,37.0,1.0,1.0,52.0,7.0,5.0,10.0,0.0,22.0,2.0,8.0,2.0,1.0,13.0,2.0,10.0,6.0,0.0,18.0,5.0,6.0,2.0,0.0,13.0,180.0,619.0,388.0,2.0,1189.0,8.0,13.0,4.0,1.0,26.0,2479.0,54.6
Ponce de Leon,DeKalb,3766.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,7.0,20.0,39.0,46.0,0.0,105.0,3.0,3.0,16.0,0.0,22.0,1.0,2.0,6.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,5.0,14.0,69.0,170.0,6.0,259.0,5.0,12.0,35.0,0.0,52.0,0.0,1.0,1.0,0.0,2.0,9.0,19.0,50.0,0.0,78.0,6.0,28.0,67.0,0.0,101.0,27.0,57.0,72.0,1.0,157.0,1.0,9.0,12.0,0.0,22.0,1.0,2.0,3.0,0.0,6.0,0.0,1.0,3.0,1.0,5.0,0.0,3.0,12.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,67.0,728.0,1168.0,6.0,1969.0,2.0,6.0,10.0,0.0,18.0,2839.0,75.4
Panola,DeKalb,1586.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,0.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,20.0,65.0,28.0,1.0,114.0,2.0,10.0,3.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,7.0,0.0,32.0,6.0,19.0,6.0,0.0,31.0,9.0,12.0,10.0,0.0,31.0,2.0,8.0,2.0,0.0,12.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,2.0,89.0,336.0,273.0,0.0,698.0,0.0,6.0,1.0,0.0,7.0,986.0,62.2
Panola Way Elem,DeKalb,2252.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,4.0,6.0,6.0,0.0,16.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,5.0,30.0,89.0,32.0,4.0,155.0,14.0,14.0,15.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,10.0,1.0,42.0,5.0,20.0,2.0,0.0,27.0,5.0,7.0,10.0,0.0,22.0,7.0,7.0,3.0,2.0,19.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,128.0,420.0,238.0,8.0,794.0,6.0,6.0,0.0,0.0,12.0,1169.0,51.9
Piney Grove,DeKalb,2018.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,14.0,5.0,0.0,22.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,26.0,64.0,24.0,1.0,115.0,18.0,24.0,6.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,0.0,28.0,4.0,19.0,6.0,0.0,29.0,8.0,22.0,3.0,0.0,33.0,2.0,11.0,3.0,0.0,16.0,1.0,4.0,2.0,0.0,7.0,0.0,4.0,2.0,0.0,6.0,0.0,7.0,4.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,103.0,365.0,295.0,4.0,767.0,0.0,5.0,2.0,1.0,8.0,1107.0,54.9
